Current Loan Amount,Term,Credit Scores,Years in current job,Home Ownership,Annual Income,Purpose,Monthly Debt,Annual Debt,Debt to Income Ratio,Debt to Income Ratio G/B,Years of Credit History,Number of Open Accounts,Number of Credit Problems,Utilization Rate Good/Bad,Utilization Rate,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Loan Status
7950,Short Term,733,8,Home Mortgage,74535,Debt Consolidation,1006.22,12074.64,0.16,Good DTI,20.5,15,0,Bad UR,0.6,40849,67856,0,0,
7950,Short Term,747,1,Rent,49685,Debt Consolidation,443.02,5316.24,0.11,Excellent DTI,11.7,7,0,Excellent UR,0.18,602,3272,0,0,
7951,Short Term,707,10,Rent,66862,Debt Consolidation,1080.93,12971.16,0.19,Good DTI,32,13,0,Bad UR,0.63,8263,13116,0,0,
7951,Short Term,,10,Rent,,Debt Consolidation,80.68,968.16,,Very Bad DTI,10.4,3,1,Excellent UR,0.23,3963,17380,0,1,
7952,Short Term,733,5,Rent,43736,Home Improvements,659.69,7916.28,0.18,Good DTI,15.7,12,0,Good UR,0.38,8321,22071,0,0,
7954,Short Term,718,5,Rent,44744,Debt Consolidation,262.5,3150,0.07,Excellent DTI,18.6,13,0,Very Bad UR,0.96,8495,8849,0,0,
7954,Short Term,751,9,Home Mortgage,56866,other,753.47,9041.64,0.16,Good DTI,21.9,12,0,Excellent UR,0.01,391,32560,0,0,
7955,Short Term,735,,Own Home,23866,Debt Consolidation,125.29,1503.48,0.06,Excellent DTI,26.9,4,0,Bad UR,0.58,5116,8746,0,0,
7955,Short Term,,4,Home Mortgage,,Debt Consolidation,1231.07,14772.84,,Very Bad DTI,24,10,0,Very Bad UR,0.97,35659,36800,0,0,
7956,Short Term,738,1,Own Home,35802,Home Improvements,554.93,6659.16,0.19,Good DTI,13.3,9,0,Very Bad UR,0.76,108513,143535,0,0,
7956,Short Term,750,3,Rent,76500,Debt Consolidation,1326,15912,0.21,Good DTI,15.6,21,0,Excellent UR,0.23,7576,33227,0,0,
7956,Short Term,702,8,Own Home,34486,other,566.13,6793.56,0.2,Good DTI,19.2,7,1,Bad UR,0.52,4567,8782,1,0,
7956,Short Term,702,8,Own Home,34486,other,566.13,6793.56,0.2,Good DTI,19.2,7,1,Bad UR,0.52,4567,8782,1,0,
7957,Short Term,732,1,Rent,74595,Take a Trip,278.49,3341.88,0.04,Excellent DTI,14,8,0,Bad UR,0.56,14528,26036,0,0,
7957,Short Term,718,10,Home Mortgage,25624,Debt Consolidation,503.93,6047.16,0.24,Bad DTI,10.2,7,0,Very Bad UR,0.7,7448,10639,0,0,
7958,Short Term,738,10,Home Mortgage,59682,Debt Consolidation,1521.89,18262.68,0.31,Very Bad DTI,16.5,12,0,Bad UR,0.67,18824,28054,0,0,
7958,Short Term,740,5,Rent,46336,Debt Consolidation,370.69,4448.28,0.1,Excellent DTI,20,5,2,Good UR,0.33,4752,14187,1,1,
7960,Short Term,,6,Home Mortgage,,Home Improvements,928.66,11143.92,,Very Bad DTI,16.6,15,0,Bad UR,0.56,11760,21113,0,0,
7960,Short Term,716,2,Rent,52068,Debt Consolidation,1028.34,12340.08,0.24,Bad DTI,18.6,9,0,Bad UR,0.62,3598,5813,0,0,
7960,Short Term,744,6,Home Mortgage,105669,Debt Consolidation,1470.56,17646.72,0.17,Good DTI,16.8,18,0,Excellent UR,0.27,16520,60513,0,0,
7962,Short Term,,10,Own Home,,Debt Consolidation,757.18,9086.16,,Very Bad DTI,20.3,11,0,Bad UR,0.56,18111,32514,0,0,
7963,Short Term,707,5,Home Mortgage,47204,Other,613.65,7363.8,0.16,Good DTI,19.1,9,0,Very Bad UR,0.79,5930,7468,0,0,
7963,Short Term,725,10,Home Mortgage,77641,Debt Consolidation,1533.41,18400.92,0.24,Bad DTI,16.2,14,0,Very Bad UR,0.87,25333,29253,0,0,
7963,Short Term,746,1,Rent,104517,Debt Consolidation,1506.79,18081.48,0.17,Good DTI,17.4,5,0,Bad UR,0.62,23969,38351,0,0,
7963,Short Term,,10,Rent,,Debt Consolidation,1488.98,17867.76,,Very Bad DTI,20.9,21,0,Bad UR,0.66,20705,31563,0,0,
7963,Short Term,,10,Home Mortgage,,Debt Consolidation,1533.41,18400.92,,Very Bad DTI,16.2,14,0,Very Bad UR,0.87,25333,29253,0,0,
7964,Short Term,,2,Rent,,Debt Consolidation,1506.02,18072.24,,Very Bad DTI,11.6,9,0,Good UR,0.34,17782,52145,0,0,
7964,Short Term,750,10,Own Home,86785,Other,56.41,676.92,0.01,Excellent DTI,22,7,0,Excellent UR,0.06,3959,63862,0,0,
7964,Short Term,730,1,Rent,38327,Debt Consolidation,476.84,5722.08,0.15,Good DTI,10.9,14,0,Good UR,0.42,5429,13052,0,0,
7966,Short Term,737,2,Rent,90609,Debt Consolidation,1751.76,21021.12,0.23,Bad DTI,18.9,19,0,Bad UR,0.59,32540,55530,0,0,
7966,Short Term,729,1,Home Mortgage,85630,Debt Consolidation,1098.92,13187.04,0.15,Good DTI,25.3,10,0,Very Bad UR,0.81,125293,153734,0,0,
7966,Short Term,710,10,Home Mortgage,62735,Home Improvements,899.21,10790.52,0.17,Good DTI,13.2,7,0,Bad UR,0.7,10682,15325,0,0,
7966,Short Term,714,1,Rent,114506,Debt Consolidation,1278.65,15343.8,0.13,Good DTI,18.7,11,0,Very Bad UR,0.97,2872,2966,0,0,
7966,Short Term,750,3,Own Home,69706,Debt Consolidation,231.19,2774.28,0.04,Excellent DTI,31.8,7,0,Good UR,0.45,14490,32344,0,0,
7967,Short Term,695,9,Home Mortgage,84652,Debt Consolidation,747.75,8973,0.11,Excellent DTI,10.2,8,0,Good UR,0.41,6819,16713,0,0,
7967,Short Term,,4,Rent,,Debt Consolidation,435.71,5228.52,,Very Bad DTI,15.1,8,0,Excellent UR,0.28,7912,28058,0,0,
7968,Short Term,744,7,Own Home,156432,Other,741.75,8901,0.06,Excellent DTI,30.5,12,0,Excellent UR,0.15,3903,26195,0,0,
7968,Short Term,739,4,Home Mortgage,29880,Medical Bills,200.2,2402.4,0.08,Excellent DTI,10.9,7,0,Bad UR,0.59,5193,8772,0,0,
7968,Short Term,733,2,Own Home,54780,Debt Consolidation,1515.58,18186.96,0.33,Very Bad DTI,14.1,29,0,Excellent UR,0.3,18051,59573,0,0,
7969,Short Term,717,10,Own Home,25899,Debt Consolidation,325.89,3910.68,0.15,Good DTI,21.8,4,0,Very Bad UR,0.91,2275,2489,0,0,
7970,Short Term,724,9,Rent,59772,Other,1394.68,16736.16,0.28,Bad DTI,16.4,17,0,Very Bad UR,0.8,29343,36771,0,0,
7970,Short Term,734,2,Home Mortgage,71726,Debt Consolidation,1297.05,15564.6,0.22,Bad DTI,23.4,10,0,Bad UR,0.69,25352,36583,0,0,
7970,Short Term,740,10,Home Mortgage,58675,Debt Consolidation,552.52,6630.24,0.11,Good DTI,30.8,11,0,Very Bad UR,0.86,15017,17441,0,0,
7971,Short Term,,10,Home Mortgage,,Home Improvements,136.7,1640.4,,Very Bad DTI,12.2,5,0,Very Bad UR,0.96,4077,4251,0,0,
7971,Short Term,688,9,Rent,55798,Debt Consolidation,846.27,10155.24,0.18,Good DTI,17.3,13,0,Very Bad UR,0.96,14587,15147,0,0,
7972,Short Term,697,2,Home Mortgage,149475,Debt Consolidation,1183.34,14200.08,0.09,Excellent DTI,14.6,15,0,Very Bad UR,0.89,27875,31180,0,0,
7972,Short Term,731,10,Own Home,21923,Debt Consolidation,409.23,4910.76,0.22,Bad DTI,26.1,3,0,Very Bad UR,0.97,5992,6177,0,0,
7973,Short Term,716,3,Home Mortgage,47837,Debt Consolidation,367.94,4415.28,0.09,Excellent DTI,33.6,11,2,Excellent UR,0.31,6242,20200,1,0,
7973,Long Term,659,1,Home Mortgage,71755,Medical Bills,1006.37,12076.44,0.17,Good DTI,23.4,23,0,Bad UR,0.59,12625,21290,0,0,
7973,Short Term,740,7,Home Mortgage,199320,Home Improvements,606.26,7275.12,0.04,Excellent DTI,12.7,4,1,Excellent UR,0.22,1163,5287,1,0,
7973,Short Term,711,3,Home Mortgage,59424,Debt Consolidation,1094.39,13132.68,0.22,Bad DTI,13.9,10,0,Good UR,0.32,3863,12262,0,0,
7974,Short Term,700,,Home Mortgage,52626,Home Improvements,322.77,3873.24,0.07,Excellent DTI,19.5,8,0,Very Bad UR,0.88,10937,12457,0,0,
7974,Short Term,731,7,Rent,47842,Other,35.08,420.96,0.01,Excellent DTI,9.9,4,0,Excellent UR,0.21,3524,16782,0,0,
7974,Short Term,738,3,Home Mortgage,79736,Debt Consolidation,1049.85,12598.2,0.16,Good DTI,12.8,14,0,Good UR,0.46,11950,26036,0,0,
7974,Short Term,709,10,Home Mortgage,79736,small_business,1235.91,14830.92,0.19,Good DTI,12.2,6,0,Bad UR,0.6,3858,6474,0,0,
7975,Short Term,737,2,Rent,75764,Debt Consolidation,713.45,8561.4,0.11,Good DTI,17.7,6,0,Good UR,0.47,4831,10279,0,0,
7975,Short Term,,2,Own Home,,Debt Consolidation,902.19,10826.28,,Very Bad DTI,10.4,17,0,Bad UR,0.59,11528,19539,0,0,
7975,Short Term,,1,Rent,,Debt Consolidation,206.56,2478.72,,Very Bad DTI,21,10,2,Bad UR,0.52,5285,10261,1,0,
7976,Short Term,718,8,Home Mortgage,94715,Debt Consolidation,433.33,5199.96,0.05,Excellent DTI,12.4,5,0,Very Bad UR,0.97,5676,5881,0,0,
7977,Short Term,738,3,Rent,44870,Debt Consolidation,553.39,6640.68,0.15,Good DTI,8.5,7,0,Bad UR,0.56,8652,15367,0,0,
7977,Short Term,725,1,Home Mortgage,66476,Debt Consolidation,742.31,8907.72,0.13,Good DTI,24.1,13,0,Bad UR,0.56,11711,20764,0,0,
7977,Short Term,,9,Home Mortgage,,Debt Consolidation,543.42,6521.04,,Very Bad DTI,29.4,6,1,Bad UR,0.56,4486,7982,1,0,
7978,Short Term,740,3,Home Mortgage,49860,Home Improvements,536,6432,0.13,Good DTI,16.5,14,0,Good UR,0.32,6426,20144,0,0,
7978,Short Term,746,3,Home Mortgage,49860,Debt Consolidation,914.1,10969.2,0.22,Bad DTI,29.8,15,0,Good UR,0.41,23099,56894,0,0,
7978,Short Term,748,1,Own Home,54846,Debt Consolidation,580.45,6965.4,0.13,Good DTI,15.8,10,0,Good UR,0.38,5422,14458,0,0,
7979,Short Term,710,5,Home Mortgage,99740,Other,1155.32,13863.84,0.14,Good DTI,10.9,12,0,Bad UR,0.55,20771,37628,0,0,
7980,Short Term,,10,Home Mortgage,,Home Improvements,3039.88,36478.56,,Very Bad DTI,18.1,20,0,Bad UR,0.65,37039,56635,0,0,
7982,Short Term,703,10,Rent,28915,other,768.66,9223.92,0.32,Very Bad DTI,26.4,12,0,Bad UR,0.56,17135,30764,0,0,
7982,Short Term,694,5,Rent,57867,Other,713.68,8564.16,0.15,Good DTI,14.3,7,1,Bad UR,0.57,3522,6190,1,0,
7982,Short Term,742,5,Home Mortgage,77345,Debt Consolidation,233.97,2807.64,0.04,Excellent DTI,31.5,11,0,Good UR,0.36,12882,35390,0,0,
7983,Short Term,,2,Home Mortgage,,Debt Consolidation,142.7,1712.4,,Very Bad DTI,14.9,13,0,Excellent UR,0.16,5138,31330,0,0,
7983,Short Term,750,10,Home Mortgage,119748,Home Improvements,290.39,3484.68,0.03,Excellent DTI,22.9,17,0,Excellent UR,0.02,653,34349,0,0,
7983,Short Term,716,2,Rent,39417,Debt Consolidation,1136.53,13638.36,0.35,Very Bad DTI,12.4,26,0,Good UR,0.33,18479,56858,0,0,
7985,Short Term,,2,Rent,,Debt Consolidation,1071.29,12855.48,,Very Bad DTI,14.5,12,0,Excellent UR,0.3,17781,58491,0,0,
7985,Short Term,716,6,Rent,50540,Debt Consolidation,505.4,6064.8,0.12,Good DTI,16.6,8,1,Bad UR,0.63,7373,11629,1,0,
7986,Short Term,724,10,Home Mortgage,68883,Debt Consolidation,1337.47,16049.64,0.23,Bad DTI,14.1,13,0,Good UR,0.33,5418,16269,0,0,
7987,Short Term,,2,Rent,,Debt Consolidation,1233.35,14800.2,,Very Bad DTI,15.7,12,0,Good UR,0.35,7780,22355,0,0,
7987,Short Term,715,8,Home Mortgage,42761,Debt Consolidation,1215.12,14581.44,0.34,Very Bad DTI,18.4,15,0,Very Bad UR,0.86,22680,26433,0,0,
7987,Short Term,746,1,Home Mortgage,37939,Debt Consolidation,698.71,8384.52,0.22,Bad DTI,11.5,8,1,Bad UR,0.51,7834,15361,0,0,
7988,Short Term,720,6,Rent,24346,Debt Consolidation,243.46,2921.52,0.12,Good DTI,11.7,7,0,Good UR,0.44,8557,19582,0,0,
7989,Short Term,,10,Home Mortgage,,Debt Consolidation,1440.52,17286.24,,Very Bad DTI,14,23,0,Good UR,0.47,13664,29384,0,0,
7989,Short Term,,9,Rent,,Debt Consolidation,762.68,9152.16,,Very Bad DTI,23.4,8,0,Very Bad UR,0.99,7635,7751,0,0,
7990,Short Term,,8,Rent,,Debt Consolidation,990.56,11886.72,,Very Bad DTI,11.4,13,0,Good UR,0.39,6225,16085,0,0,
7990,Short Term,720,1,Rent,54929,Debt Consolidation,1020.75,12249,0.22,Bad DTI,15,12,0,,,0,0,0,0,
7990,Short Term,735,3,Rent,49940,Debt Consolidation,828.17,9938.04,0.2,Good DTI,17.5,16,0,Very Bad UR,0.78,12771,16372,0,0,
7990,Short Term,717,4,Rent,49940,Debt Consolidation,632.57,7590.84,0.15,Good DTI,10.8,15,0,Good UR,0.45,4258,9379,0,0,
7991,Short Term,707,2,Rent,41954,Other,155.93,1871.16,0.04,Excellent DTI,11.7,7,0,Excellent UR,0.27,5620,20891,0,0,
7992,Short Term,751,3,Home Mortgage,43956,Buy a Car,446.88,5362.56,0.12,Good DTI,19.1,5,0,Excellent UR,0.2,3560,17454,0,0,
7992,Short Term,713,1,Home Mortgage,69930,Other,347.9,4174.8,0.06,Excellent DTI,28,5,1,Excellent UR,0.29,4123,14168,1,0,
7993,Short Term,,10,Home Mortgage,,Debt Consolidation,1691.38,20296.56,,Very Bad DTI,18.8,21,0,Bad UR,0.66,19798,29861,0,0,
7994,Short Term,732,5,Rent,29976,Debt Consolidation,564.55,6774.6,0.23,Bad DTI,9.4,13,0,Bad UR,0.6,8356,13997,0,0,
7994,Short Term,,5,Home Mortgage,,Debt Consolidation,904.28,10851.36,,Very Bad DTI,11.2,20,1,Good UR,0.37,3371,9087,0,0,
7994,Short Term,723,10,Home Mortgage,55961,Debt Consolidation,1436.32,17235.84,0.31,Very Bad DTI,13.8,12,0,Very Bad UR,0.89,18422,20699,0,0,
7995,Short Term,748,6,Home Mortgage,62129,Debt Consolidation,1340.94,16091.28,0.26,Bad DTI,26.9,12,0,Bad UR,0.67,9683,14560,0,0,
7995,Short Term,743,2,Own Home,196882,Home Improvements,2559.46,30713.52,0.16,Good DTI,18.5,16,0,Good UR,0.47,16952,36377,0,0,
7996,Short Term,740,10,Home Mortgage,61969,Home Improvements,1347.83,16173.96,0.26,Bad DTI,8.9,9,1,Very Bad UR,0.94,8603,9191,1,0,
7996,Short Term,,4,Rent,,Home Improvements,122.02,1464.24,,Very Bad DTI,9,9,0,Excellent UR,0.23,3149,13813,0,0,
7997,Short Term,739,3,Rent,42983,Debt Consolidation,198.08,2376.96,0.06,Excellent DTI,13.5,5,0,Very Bad UR,0.78,7845,10070,0,0,
7998,Short Term,732,10,Rent,64391,Debt Consolidation,906.84,10882.08,0.17,Good DTI,13.5,6,0,Very Bad UR,0.98,29937,30486,0,0,
7999,Short Term,718,1,Rent,58994,other,1273.29,15279.48,0.26,Bad DTI,12.7,12,0,Bad UR,0.62,19156,30997,0,0,
8000,Short Term,,4,Rent,,Debt Consolidation,560,6720,,Very Bad DTI,17.3,4,0,Very Bad UR,0.95,8310,8702,0,0,
8001,Short Term,644,5,Home Mortgage,32198,Debt Consolidation,641.28,7695.36,0.24,Bad DTI,8.5,8,0,Very Bad UR,0.7,5673,8104,0,0,
8002,Short Term,,7,Home Mortgage,,Business Loan,1003.53,12042.36,,Very Bad DTI,18.9,21,0,Good UR,0.36,26601,74723,0,0,
8003,Short Term,744,10,Home Mortgage,65026,Debt Consolidation,1045.84,12550.08,0.19,Good DTI,22.1,17,0,Bad UR,0.63,18766,29929,0,0,
8003,Short Term,725,1,Rent,40016,Debt Consolidation,596.91,7162.92,0.18,Good DTI,14.6,14,0,Very Bad UR,0.77,5657,7300,0,0,
8005,Long Term,657,6,Home Mortgage,132800,other,2833.06,33996.72,0.26,Bad DTI,10,14,0,Very Bad UR,0.91,111820,122610,0,0,
8005,Long Term,657,6,Home Mortgage,132800,other,2833.06,33996.72,0.26,Bad DTI,10,14,0,Very Bad UR,0.91,111820,122610,0,0,
8006,Short Term,750,10,Own Home,43030,Take a Trip,652.63,7831.56,0.18,Good DTI,28.2,20,0,Excellent UR,0.26,31673,120890,0,0,
8006,Short Term,747,10,Home Mortgage,127089,Home Improvements,2562.96,30755.52,0.24,Bad DTI,31.5,13,0,Good UR,0.45,5798,13000,0,0,
8006,Short Term,,4,Home Mortgage,,Debt Consolidation,1162.31,13947.72,,Very Bad DTI,13.4,10,1,Good UR,0.44,4829,10902,1,0,
8007,Short Term,693,10,Home Mortgage,47543,Debt Consolidation,649.75,7797,0.16,Good DTI,29.2,18,0,Good UR,0.44,9464,21706,0,0,
8007,Short Term,,1,Home Mortgage,,Debt Consolidation,647.25,7767,,Very Bad DTI,14.4,8,1,Good UR,0.35,2971,8611,1,0,
8007,Short Term,716,1,Home Mortgage,45041,Debt Consolidation,386.6,4639.2,0.1,Excellent DTI,22.5,15,0,Excellent UR,0.29,7461,25726,0,0,
8007,Short Term,737,8,Home Mortgage,83075,Debt Consolidation,1633.8,19605.6,0.24,Bad DTI,11.4,10,0,Very Bad UR,0.88,21409,24329,0,0,
8008,Short Term,741,2,Home Mortgage,44039,Debt Consolidation,851.42,10217.04,0.23,Bad DTI,19.4,14,0,Good UR,0.38,15386,41028,0,0,
8009,Short Term,731,10,Rent,49554,Debt Consolidation,1119.11,13429.32,0.27,Bad DTI,26,14,1,Bad UR,0.65,14547,22415,1,0,
8009,Short Term,731,2,Own Home,60066,Debt Consolidation,211.23,2534.76,0.04,Excellent DTI,16.5,6,0,Very Bad UR,0.88,7886,9012,0,0,
8009,Short Term,703,10,Own Home,48053,Debt Consolidation,808.89,9706.68,0.2,Good DTI,29.3,15,0,Bad UR,0.67,10698,15919,0,0,
8010,Short Term,743,10,Home Mortgage,65641,other,447.45,5369.4,0.08,Excellent DTI,24.6,21,0,Excellent UR,0.17,12530,74144,0,0,
8010,Short Term,717,10,Own Home,54065,Debt Consolidation,491.09,5893.08,0.11,Excellent DTI,25.5,7,1,Good UR,0.4,5226,12904,1,0,
8012,Short Term,733,8,Home Mortgage,95143,Home Improvements,2156.56,25878.72,0.27,Bad DTI,27.5,17,0,Good UR,0.5,4821,9721,0,0,
8012,Short Term,,7,Rent,,Debt Consolidation,934.23,11210.76,,Very Bad DTI,23.9,6,0,Very Bad UR,0.85,6386,7512,0,0,
8012,Short Term,,3,Rent,,Business Loan,587.3,7047.6,,Very Bad DTI,18.5,6,0,Bad UR,0.61,9218,15112,0,0,
8014,Short Term,741,1,Rent,29052,Debt Consolidation,464.84,5578.08,0.19,Good DTI,11.7,15,0,Bad UR,0.63,11382,18125,0,0,
8014,Short Term,751,10,Home Mortgage,38068,Debt Consolidation,472.68,5672.16,0.15,Good DTI,18.7,7,0,Excellent UR,0.13,6165,47062,0,0,
8014,Short Term,716,5,Rent,110187,other,1055.96,12671.52,0.12,Good DTI,10.9,9,0,Very Bad UR,0.79,7544,9513,0,0,
8014,Short Term,715,6,Rent,55099,Debt Consolidation,881.58,10578.96,0.19,Good DTI,25.2,10,2,Very Bad UR,0.7,15526,22054,0,0,
8014,Short Term,721,,Home Mortgage,50090,Debt Consolidation,830.66,9967.92,0.2,Good DTI,30.2,8,0,Very Bad UR,0.83,29641,35584,0,0,
8014,Short Term,679,10,Home Mortgage,63520,Debt Consolidation,271.02,3252.24,0.05,Excellent DTI,14.4,4,1,Bad UR,0.58,4535,7846,1,0,
8014,Short Term,,10,Own Home,,Home Improvements,662.15,7945.8,,Very Bad DTI,19.9,5,0,Very Bad UR,0.89,9866,11123,0,0,
8014,Short Term,735,10,Own Home,48082,Debt Consolidation,1097.86,13174.32,0.27,Bad DTI,11.8,7,0,Very Bad UR,0.89,18691,20931,0,0,
8015,Short Term,714,6,Rent,42080,Debt Consolidation,845.1,10141.2,0.24,Bad DTI,22.4,14,1,Good UR,0.45,8190,18321,1,0,
8015,Short Term,,7,Rent,,Debt Consolidation,307.48,3689.76,,Very Bad DTI,14,8,0,Bad UR,0.5,10042,20044,0,0,
8015,Short Term,704,,Own Home,18323,Debt Consolidation,259.57,3114.84,0.17,Good DTI,20.6,9,0,Excellent UR,0.22,8630,38701,0,0,
8016,Short Term,735,9,Home Mortgage,98597,Debt Consolidation,2390.97,28691.64,0.29,Bad DTI,34,14,0,Very Bad UR,0.89,29480,33049,0,0,
8016,Short Term,740,10,Rent,33591,Debt Consolidation,223.94,2687.28,0.08,Excellent DTI,16.5,8,0,Bad UR,0.56,9364,16692,0,0,
8017,Short Term,735,8,Rent,25053,Debt Consolidation,258.87,3106.44,0.12,Good DTI,11.8,8,0,Bad UR,0.54,9541,17539,0,0,
8017,Short Term,711,3,Home Mortgage,63132,Debt Consolidation,562.93,6755.16,0.11,Excellent DTI,21.3,11,1,Bad UR,0.55,4534,8213,1,0,
8017,Short Term,741,4,Rent,50105,Debt Consolidation,521.92,6263.04,0.12,Good DTI,17.4,13,0,Excellent UR,0.24,7032,29923,0,0,
8018,Short Term,721,10,Home Mortgage,62136,Debt Consolidation,395.09,4741.08,0.08,Excellent DTI,26.9,14,1,Good UR,0.41,8021,19563,1,0,
8018,Short Term,711,2,Rent,85389,Debt Consolidation,1110.06,13320.72,0.16,Good DTI,14,9,1,Excellent UR,0.31,3030,9839,0,0,
8018,Short Term,,10,Home Mortgage,,Debt Consolidation,406.89,4882.68,,Very Bad DTI,19.4,11,0,Very Bad UR,0.75,12732,17044,0,0,
8019,Short Term,732,10,Home Mortgage,56134,Debt Consolidation,982.35,11788.2,0.21,Bad DTI,12.5,13,0,Bad UR,0.52,7737,14850,0,0,
8020,Short Term,749,1,Rent,67168,Debt Consolidation,1371.34,16456.08,0.24,Bad DTI,10,11,0,Bad UR,0.51,10987,21671,0,0,
8020,Short Term,718,6,Home Mortgage,52631,Debt Consolidation,117.1,1405.2,0.03,Excellent DTI,11.4,6,0,Very Bad UR,0.75,3222,4314,0,0,
8020,Short Term,724,6,Rent,26717,other,32.06,384.72,0.01,Excellent DTI,6.3,7,0,Excellent UR,0.01,300,21410,0,0,
8021,Short Term,,10,Home Mortgage,,Home Improvements,748.61,8983.32,,Very Bad DTI,26.5,7,0,Excellent UR,0.18,9037,49116,0,0,
8022,Long Term,705,10,Home Mortgage,100326,Debt Consolidation,729.04,8748.48,0.09,Excellent DTI,21.2,12,0,Very Bad UR,0.98,3927,4011,0,0,
8023,Short Term,740,10,Home Mortgage,60744,Debt Consolidation,1022.52,12270.24,0.2,Good DTI,28.5,16,0,Bad UR,0.59,22194,37681,0,0,
8023,Short Term,702,3,Home Mortgage,51148,Other,703.28,8439.36,0.16,Good DTI,13.6,8,0,Good UR,0.33,7982,24043,0,0,
8023,Short Term,726,5,Rent,28081,Debt Consolidation,463.34,5560.08,0.2,Good DTI,6.5,11,0,Bad UR,0.51,7108,13828,0,0,
8023,Short Term,730,10,Own Home,97281,Home Improvements,1305.19,15662.28,0.16,Good DTI,28.7,16,0,Good UR,0.37,20481,54910,0,0,
8024,Short Term,732,4,Home Mortgage,42126,Debt Consolidation,695.08,8340.96,0.2,Good DTI,42.7,8,1,Very Bad UR,0.75,8074,10765,1,0,
8025,Short Term,717,9,Rent,29090,Debt Consolidation,589.07,7068.84,0.24,Bad DTI,10.5,8,0,Very Bad UR,0.86,10049,11631,0,0,
8026,Short Term,742,10,Home Mortgage,67214,Debt Consolidation,789.77,9477.24,0.14,Good DTI,17.5,14,1,Bad UR,0.68,16623,24482,1,0,
8026,Short Term,743,,Home Mortgage,32106,Debt Consolidation,644.79,7737.48,0.24,Bad DTI,14.1,11,0,Excellent UR,0.31,4233,13834,0,0,
8026,Short Term,724,1,Home Mortgage,52795,Debt Consolidation,1249.49,14993.88,0.28,Bad DTI,13.6,7,0,Bad UR,0.59,13714,23284,0,0,
8026,Short Term,716,8,Home Mortgage,140462,Debt Consolidation,1052.29,12627.48,0.09,Excellent DTI,10.5,8,0,Very Bad UR,0.81,10102,12441,0,0,
8026,Short Term,734,1,Rent,28892,Debt Consolidation,373.19,4478.28,0.16,Good DTI,12,9,0,Bad UR,0.58,9099,15554,0,0,
8027,Short Term,690,10,Home Mortgage,178970,Debt Consolidation,3355.7,40268.4,0.23,Bad DTI,20.5,23,0,Bad UR,0.63,45651,72808,0,0,
8027,Short Term,683,2,Rent,23933,Debt Consolidation,370.96,4451.52,0.19,Good DTI,9,10,0,Good UR,0.5,9149,18446,0,0,
8028,Short Term,743,10,Rent,35123,Debt Consolidation,614.64,7375.68,0.21,Good DTI,12.5,8,0,Very Bad UR,0.84,14281,16960,0,0,
8028,Short Term,705,,Home Mortgage,27946,Other,584.53,7014.36,0.25,Bad DTI,37.3,10,1,Good UR,0.43,4471,10399,1,0,
8028,Short Term,750,10,Home Mortgage,50175,Debt Consolidation,312.34,3748.08,0.07,Excellent DTI,20.5,7,0,Bad UR,0.6,10641,17677,0,0,
8029,Short Term,746,3,Home Mortgage,72259,Debt Consolidation,1481.31,17775.72,0.25,Bad DTI,16.6,16,0,Good UR,0.44,15687,35332,0,0,
8029,Short Term,695,10,Home Mortgage,104076,Business Loan,550.74,6608.88,0.06,Excellent DTI,22.7,9,1,Good UR,0.37,4668,12615,1,0,
8030,Long Term,705,1,Home Mortgage,97076,Business Loan,1228.82,14745.84,0.15,Good DTI,28.9,16,0,Good UR,0.41,53126,129576,0,0,
8031,Short Term,734,7,Home Mortgage,27105,Debt Consolidation,539.85,6478.2,0.24,Bad DTI,15.9,13,0,Very Bad UR,0.84,16027,18967,0,0,
8032,Long Term,677,6,Rent,28915,Buy a Car,176.62,2119.44,0.07,Excellent DTI,9.5,4,0,Very Bad UR,0.81,5298,6525,0,0,
8032,Short Term,708,5,Rent,30120,Debt Consolidation,520.07,6240.84,0.21,Good DTI,12.8,17,0,Good UR,0.4,7549,19063,0,0,
8033,Short Term,742,1,Home Mortgage,48398,Debt Consolidation,1290.6,15487.2,0.32,Very Bad DTI,16.2,12,0,Very Bad UR,0.91,29794,32848,0,0,
8033,Short Term,733,3,Rent,35144,other,855.16,10261.92,0.29,Bad DTI,10,14,0,Bad UR,0.59,4025,6823,0,0,
8036,Short Term,740,2,Rent,148365,major_purchase,637.97,7655.64,0.05,Excellent DTI,28.7,11,0,Excellent UR,0.22,3012,13628,0,0,
8036,Short Term,718,3,Rent,31140,Business Loan,201.88,2422.56,0.08,Excellent DTI,13.9,8,1,Excellent UR,0.21,3044,14704,1,0,
8038,Short Term,,1,Rent,,Debt Consolidation,886.99,10643.88,,Very Bad DTI,14.8,9,0,Very Bad UR,0.86,8120,9442,0,0,
8038,Short Term,748,10,Home Mortgage,40188,Debt Consolidation,679.85,8158.2,0.2,Good DTI,12,8,0,Bad UR,0.51,16771,32757,0,0,
8038,Short Term,,2,Home Mortgage,,Debt Consolidation,749.41,8992.92,,Very Bad DTI,30.1,12,0,Very Bad UR,0.79,12015,15170,0,0,
8038,Short Term,709,10,Home Mortgage,87418,Home Improvements,386.83,4641.96,0.05,Excellent DTI,14.1,6,0,Bad UR,0.51,1695,3317,0,0,
